"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","time_bin","id","getech_lng","getech_lat","Stage.number","ext"
"120848",173642,"col","Hierlatz Limestone",17.92,47.19,"Kavas-hegy",NA,"Kavas Hill",1,"Margaritatus","",189.6,183,56585,"gp_mid",36.38,28.24,"308",186.3,"pliensbachian",32126,18.75,47.5,40,1
"122169",176006,"col","",12.52,43.55,"Monte Nerone, section I Ranchi",NA,"",3,"Late Pliensbachian","",189.6,183,57680,"gp_mid",30.45,28.93,"307",186.3,"pliensbachian",32353,11.25,42.5,40,1
"122170",176007,"col","Calcare Massiccio",12.3,43.25,"Monte Acuto, Fm Calcare Massiccio",NA,"",3,"Pliensbachian","",190.8,182.7,57680,"gp_mid",29.65,29.06,"307",186.75,"pliensbachian",32354,11.25,42.5,40,1
"122171",176008,"col","",12.88,42.5,"Monte Rosato",NA,"",2,"Pliensbachian","",190.8,182.7,57680,"gp_mid",29.3,28.26,"307",186.75,"pliensbachian",32355,11.25,42.5,40,1
"122172",176009,"col","",12.57,42.8,"Monte Rosato -Polino area",NA,"",4,"Pliensbachian","",190.8,182.7,57680,"gp_mid",29.4,28.63,"307",186.75,"pliensbachian",32356,11.25,42.5,40,1
"122220",176078,"col","",12.57,42.8,"Martani Mounts and sentino river valley",NA,"",4,"Pliensbachian","",190.8,182.7,57680,"gp_mid",29.4,28.63,"307",186.75,"pliensbachian",32356,11.25,42.5,40,1
"122221",176079,"col","Corniola",12.67,43.05,"Monte Subasio, Gabbiano quarry, top of formation",NA,"",3,"Late Pliensbachian","",189.6,183,57680,"gp_mid",30.08,28.53,"307",186.3,"pliensbachian",32371,11.25,42.5,40,1
"122222",176080,"col","",13.58,37.6,"Monte Cammarata, Cozzo  Ledera",NA,"",3,"Late Pliensbachian","",189.6,183,57680,"gp_mid",NA,NA,"coordinates not computable using this model",186.3,"pliensbachian",32372,21.1773,25.5457,40,1
"122478",176440,"col","Charmouth Mudstone",-2.91,50.73,"Charmouth area, Ichthyosaurus anningae type locality",NA,"",2,"Early Pliensbachian","",189.6,183,58056,"gp_mid",14.29,38.98,"315",186.3,"pliensbachian",32448,18.1554,40.0902,40,1
"122483",176445,"col","Ethe",5.81,49.61,"Differt",NA,"",1,"Pliensbachian","",190.8,182.7,58061,"gp_mid",20.86,40.04,"315",186.75,"pliensbachian",32449,26.3083,43.9859,40,1
"122488",176450,"col","",9.34,48.2,"Nuertingen",NA,"",1,"Early Pliensbachian","",189.6,183,58066,"gp_mid",25.04,39.5,"305",186.3,"pliensbachian",32450,28.2438,41.8832,40,1
