"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","time_bin","id","getech_lng","getech_lat","Stage.number","ext"
"84683",123017,"col","",36.01,34.25,"Bchare Mountain, Lebanese amber (AMNH coll)",NA,"",31,"Barremian","",129.4,125,39278,"gp_mid",42.43,2.98,"503",127.2,"barremian",23656,42.0246,2.1326,28,1
"85980",124617,"col","",36.01,34.25,"El-Dabsheh, Lebanese amber (Azar coll)",NA,"",3,"Barremian","",129.4,125,40292,"gp_mid",42.43,2.98,"503",127.2,"barremian",23656,42.0246,2.1326,28,1
"86202",124865,"col","",34.62,45.13," Mazanka (Section no. 21) K]Brm1 .",NA,"",1,"Barremian","",129.4,125,40328,"gp_mid",52.99,31.57,"302",127.2,"barremian",24172,52.591,33.8575,28,1
"93338",134727,"col","",4.52,48.29,"Amance",NA,"",1,"Barremian","",129.4,125,40991,"gp_mid",28.44,34.76,"305",127.2,"barremian",25898,27.4782,34.1817,28,1
"101892",144964,"col","",26.47,30.82,"Umbarka IX Borehole, Zone No. I",NA,"",12,"Barremian","",129.4,125,46914,"gp_mid",34.76,4.94,"715",127.2,"barremian",27862,30.6955,4.686,28,1
"102451",146329,"col","Camarillas",-0.87,40.66,"Santa Bárbara tracksite, Galve",NA,"",1,"Barremian","",129.4,125,47272,"gp_mid",22.53,27.35,"304",127.2,"barremian",27970,19.5536,26.91,28,1
"102452",146330,"col","Camarillas",-0.87,40.66,"Santa Bárbara 2 tracksite, Galve",NA,"",1,"Barremian","",129.4,125,47272,"gp_mid",22.53,27.35,"304",127.2,"barremian",27970,19.5536,26.91,28,1
"102453",146331,"col","Camarillas",-0.87,40.66,"Santa Bárbara 3 tracksite, Galve",NA,"",1,"Barremian","",129.4,125,47272,"gp_mid",22.53,27.35,"304",127.2,"barremian",27970,19.5536,26.91,28,1
"104740",148827,"col","",21.65,44.72,"Resita - Molodova Noua area, Barremian",NA,"",3,"Barremian","",129.4,125,47732,"gp_mid",39.11,14.71,"308",127.2,"barremian",28199,43.1793,32.708,28,1
"105209",149337,"col","",6.08,43.73,"Provence area",NA,"",27,"Barremian","",129.4,125,47796,"gp_mid",29.34,30.14,"305",127.2,"barremian",28288,29.9171,30.4861,28,1
"105504",149847,"col","",35.9,34.17,"Tannourine, Lebanese amber (Azar coll)",NA,"",2,"Barremian","",129.4,125,48006,"gp_mid",42.31,2.97,"503",127.2,"barremian",28375,42.0246,2.1326,28,1
"106883",151444,"col","Emen",25.45,43.15,"Veliko Tarnovo area",NA,"",1,"Barremian","",129.4,125,48398,"gp_mid",38.19,11.68,"308",127.2,"barremian",28686,46.7067,30.5711,28,1
"108305",153585,"col","",35.98,34.24,"Hasroun, Bcharreh Mountain, Lebanese amber (Estephan coll)",NA,"",1,"Barremian","",129.4,125,49625,"gp_mid",42.4,2.98,"503",127.2,"barremian",29060,42.0246,2.1326,28,1
"108441",153768,"col","Fulletby Beds",0.1,53.21,"Dalby Park",NA,"",2,"Barremian","",129.4,125,49817,"gp_mid",25.52,39.91,"315",127.2,"barremian",29100,24.313,39.1165,28,1
"108442",153769,"col","Fulletby Beds",-0.05,53.26,"Park Hill, Belchford",NA,"",1,"Barremian","",129.4,125,49817,"gp_mid",25.41,39.97,"315",127.2,"barremian",29101,24.313,39.1165,28,1
"109226",154705,"col","",36.08,34.37,"Nabaa Es-Sukkar - Brissa, Lebanese amber (Azar coll)",NA,"",3,"Barremian","",129.4,125,48701,"gp_mid",42.54,3.05,"503",127.2,"barremian",29265,42.0246,2.1326,28,1
"109760",155458,"col","Levashi",47.33,42.21,"Gapshima Village (Unit 4)",NA,"",2,"Barremian","",129.4,125,50718,"gp_mid",63.95,29.58,"402",127.2,"barremian",29387,65.9374,33.5188,28,1
